Title,ReviewText,Rating,SubmissionTime,UserNickname,ProductId,itemName
Nice microwave,[This review was collected as part of a promotion.] Looks great and heats very well and very evenly. Also very quiet,5,2024-11-06T23:26:00.000+00:00,104beech,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
State of the art microwave - endless features!,This is a state of the art microwave. I am still learning about all the great features.,5,2024-11-05T17:57:32.000+00:00,Anonymous,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great product,[This review was collected as part of a promotion.] Nice to have in our kitchen and it efficient and looks really good in its space,5,2024-11-04T17:54:55.000+00:00,Battle,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
LG Review (not HD) - Customer Support Experience,"We bought this microwave in Feb of this year. It stopped working completely in Oct for not apparent reason. We did not buy the extended protection plan but we were happy to learn that LG offers a 12 month manufacturers warranty. I reached out to LG on 10/6 to find out what steps we needed to take to get support/help on this issue. Despite more than 6 phone calls over the last 4 weeks and an attempted repair by their 3rd party repair company, we still don't have a resolution or a microwave. Shame",1,2024-11-01T15:57:10.000+00:00,Keith,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"so far so good. looks very nice is very quiet, i am still learning all it can do",5,2024-10-30T16:00:13.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great Microwave!,[This review was collected as part of a promotion.] We recently bought the new LG Microwave and I cannot say enough great things about this. It far exceeded my expectations.  We are going to be the matching Stove when the time comes.  LG for the win!,5,2024-10-25T17:53:06.000+00:00,KS19342,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great features,I bought this three months ago. It’s been working fine and it has better features than most that I’ve used. It is a sense system that works great versus using a timer for program items which I really like.,5,2024-10-24T18:36:38.000+00:00,Bruce 853,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Not happy with my microwave,"I bought a new microwave a couple of months ago and it intermittently stops working. We have to unplug it for awhile, then plug it in and it will work again. Not happy with it.",3,2024-10-23T20:52:26.000+00:00,Anonymous,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,4,2024-10-17T15:05:41.000+00:00,341,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Nice looks good and lots of features,5,2024-10-16T13:03:14.000+00:00,BEATRICE,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great look and features.,"I've had this microwave for a couple of weeks and so far I love it.  Aside from the sleek look, it works well and has many cooking options.",5,2024-10-11T19:37:52.000+00:00,Sunny1313,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,1,2024-10-09T15:56:33.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
"Other Than the dark control panel, I'm pleased",[This review was collected as part of a promotion.] WISH THE CONTROL PANEL WAS LIGHTED. NEED TO TURN KITCHEN LIGHT ON TO SEE WHAT I WANT.,4,2024-10-07T14:17:45.000+00:00,Lee Pierce,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Works better than anticipated - highly recommend,Bought this last month when my previous over-the-range microwave died unexpectedly.  It was not that old either unfortunately.  I found that LG microwaves were rated highly in the common publication most of us are familiar with.  Very happy with the purchase.  Works well.,5,2024-10-04T18:00:45.000+00:00,Volunteer16,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-10-03T02:51:55.000+00:00,KEN,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-10-02T19:15:45.000+00:00,VICTOR,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,After having it four days it randomly shuts off while heating. Discouraging as our first LG microwave turned into a lemon. LG has been awful about getting back with us about scheduling a repair,1,2024-10-02T13:13:27.000+00:00,HomeDepotCustomer,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great features,[This review was collected as part of a promotion.] Bought this on sale -it was very quiet the first day-now it’s not as quiet at all and makes “bing” noises while it’s cooking. I like the singing end tunes,4,2024-09-30T19:31:08.000+00:00,Busy crazy,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-09-25T21:15:37.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Nice microwave! I can make things even if not home by remote. Great size.,5,2024-09-25T18:26:24.000+00:00,Kose,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great microwave great product.,We bought this to replace our old microwave. We are very pleased with the operation of this microwave and this features were very happy with our purchase.,5,2024-09-25T16:16:28.000+00:00,VictorWSR,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Microwaves have come a long way. This unit cooks much more evenly and in less time than other models we've had. It's very good. I'm not sure I need WIFI though.,5,2024-09-25T15:09:35.000+00:00,ROBERT,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Good purchase!,Purchased this microwave a couple of months ago. Am very pleased with its functioning. Has a nice sleek look. Great price.,5,2024-09-25T11:52:17.000+00:00,Bookwurm46,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Overage Stove Microwave,Microwave was easy to install and works great. Controls are easy to understand and use.,5,2024-09-21T17:50:27.000+00:00,DebbieH54,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-09-19T12:00:55.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Microwave stopped working in 2 months,"Hold onto your receipts! I bought this on July 4th and it broke on August 18th. It no longer heats any food on any power levels. I have unplugged it and reset it and still doesn't work. 

If you're gonna buy this microwave, hold onto your receipt!!!",1,2024-09-18T23:18:01.000+00:00,Matt,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"Great microwave! Fast install. The gentlemen they sent to install were very good with a fast installation. They were very nice to me. It takes a little while to figure out the settings however overall it is the best and completes my kitchen with all LG products (dishwasher, refrig, and microwave). My kitchen really looks nice now!",5,2024-09-18T15:50:21.000+00:00,SHELIA,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Two observed shortcomings.,[This review was collected as part of a promotion.] The unit works as expected but the turntable makes more noise than anyother model I have owned.  Since the functions on the touch plate do not light up it is difficult to select the function in dim light or at night.,4,2024-09-14T17:59:38.000+00:00,Atterol,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great Purchase,[This review was collected as part of a promotion.] I bought this microwave to replace my old one. I love how quiet it is And works perfectly.  I also love this sleek and stylish look of it in my kitchen!,5,2024-09-13T19:34:11.000+00:00,spachick,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-09-11T21:58:17.000+00:00,DANIEL,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,I paid extra for no fingerprints. All it does is constantly show fingerprints.,1,2024-09-11T13:58:53.000+00:00,HomeDepotCustomer,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
It is very loud when microwaving,"Good: Appearance, heats food well, has nice light with two levels of brightness and works with app just fine. 
So-so: App could give notifications for anything EXCEPT when food is done to be less obnoxious, but it’s either none of way too many. 
Bad: Vent is very loud (both speeds), but most OTR microwaves are like that. 
Very bad: Even when just heating food, it is VERY LOUD since there is no low-power fan for the magnetron, and the exhaust fan runs. Hard to even converse when it’s on.",3,2024-09-10T21:35:06.000+00:00,Alex,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Easy to operate,"This is a sleek, well performing microwave, looks great",5,2024-09-08T11:46:29.000+00:00,RTW1,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Simple to use. A bit loud when it's running.,5,2024-09-04T15:06:37.000+00:00,ALAN,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Exhaust doesn't remove fumes or vapor properly.,2,2024-09-04T13:39:14.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Hard to see controls,So far we are happy with this purchase. This is our second LG microwave of this type as the previous one only lasted 7 years. One  comment that is a disappointment in this model is that the keypad characters are not very obvious or readable. Perhaps the keypad should be illuminated or printed with brighter printing.,4,2024-08-31T12:55:45.000+00:00,Dank48,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-08-29T13:44:27.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-08-28T19:52:25.000+00:00,RUSs,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-08-28T16:04:50.000+00:00,Marc,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"It’s hard to see the touchpad & using the microwave purchased on 8/7 is so much harder than it was to use the wonderful GE microwave we had for 18 years. 
My wife & I find the instructions quite challenging. 
We had to pay a 3rd party to install it though I was able to install the GE. 
Can it be returned if we were to find something different ?",2,2024-08-28T15:21:28.000+00:00,JD,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Love my LG overrange microwave it's was a perfect replacement for my old GE microwave.  Happy with my purchase,5,2024-08-28T15:04:36.000+00:00,ANTONIO,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great Microwave,"[This review was collected as part of a promotion.] Replaced the original microwave. What an improvement. Added features, increased power, shorter cook times, larger capacity.
On sale too.
Win every way around.",5,2024-08-25T17:57:47.000+00:00,JR1948,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Highly Recommended over the range microwave.,Microwave purchased to replace 15+ year old Magic Chef Home Depot Over the range microwave. This microwave is sleek and very user friendly. Great air vent located on top helps exhaust. Musical reminder convenient when item remains behind door. Great price and Home Depot offered installation. Quick and professional process. Thanks Hone Depot.,5,2024-08-23T12:31:24.000+00:00,Scorpio,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Black stainless beauty,[This review was collected as part of a promotion.] I’ve had this microwave for about 3 mo.   I love the way it looks & works !  So easy to clean. A great addition to my kitchen !,5,2024-08-22T15:35:24.000+00:00,Heidi S,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"[This review was collected as part of a promotion.] I love my new microwave. It is so cool and I’m getting a hang of all the neat stuff it’ll do I’m 76 and definitely not a tech guy, but I think I’m getting the hang of most everything that it’s capable of doing. After the microwave two weeks later, I bought a new oven from LG and is still getting a handle on all the functions and what it can do, but I think I picked a winner with going with LG looks and  functions . next will be a LG refrigerator..",5,2024-08-21T19:09:03.000+00:00,Ed Hamiton,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great features,[This review was collected as part of a promotion.] We have had this for about 3 weeks now and we absolutely love it 😍,5,2024-08-21T04:29:44.000+00:00,Steel23,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,4,2024-08-19T17:31:50.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-08-18T22:52:40.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Microwave doesn’t like corn on cob!!,"I’ve had my microwave for under a year and twice now I’ve cooked corn on a cob in it and it stopped working. Wouldn’t heat anything. The first time it started working a few days later the second it never heated again. Called for warranty repair, they are here now trying to install a new heat sensor. But, nobody had heard of this corn problem before. I’d think it was a fluke, but not twice. Praying he can fix and I can be happy again ☺️",3,2024-08-14T19:22:50.000+00:00,Patty L,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Very communicative,[This review was collected as part of a promotion.] This microwave has it all plus lets me know when people use it while I’m at work.,5,2024-08-11T20:39:18.000+00:00,Rsmith1025,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Doesn't last,Ours lasted just past the warranty. Then the read out went out. It just flickers and makes it hard to cook anything. Called LG and was told to call a repairmen and we would have to pay for it. Would not recommend!!!,2,2024-08-11T15:17:59.000+00:00,Kenneth,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Easy to use,[This review was collected as part of a promotion.] It’s ok don’t use a lot but not happy that the light in side isn’t very bright,4,2024-08-10T11:34:00.000+00:00,Csome,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Satisfied with the purchase,Ordered the over the range microwave couple weeks ago with installation service. The microwave looks great and works well!,5,2024-08-05T20:13:36.000+00:00,KC30,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Fantastic Microwave,[This review was collected as part of a promotion.] Great product and heats up fast. Great look too.  Fantastic price 👌,5,2024-08-02T20:19:25.000+00:00,PURELY LOVE,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Exactly what we wanted!,5,2024-07-31T14:46:08.000+00:00,GREGGORY,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-07-31T13:50:39.000+00:00,HomeDepotCustomer,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Like the features,"[This review was collected as part of a promotion.] Like the product , easy to use. Didn’t like one template for both the wall and the bottom of the cabinet",4,2024-07-27T17:49:50.000+00:00,ford54,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Not Good,"I bought a suite of LG when we moved to a new to us home, three years ago. We got a fridge, dishwasher, microwave, and dishwasher. The microwave heats up things but the digital display does not work and has been getting worse for a year and now is broke completely. The dishwasher makes all kinds of new sounds that it shouldn’t be making. The gas oven is ok, but has temperature holding issues. The fridge is great so far, but I won’t be purchasing LG and I would suggest you do the same.",2,2024-07-24T18:57:51.000+00:00,Tommy,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-07-24T13:09:53.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Looks great,[This review was collected as part of a promotion.] Bought this 3 weeks ago and haven’t given it a second thought. Great looking a d works great,5,2024-07-22T23:32:57.000+00:00,Stevenjhr,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Easy to use!!,[This review was collected as part of a promotion.] We bought our microwave about a month ago and have really enjoyed it.,5,2024-07-22T20:34:14.000+00:00,MMan,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Had to return,"This was exactly the model that I wanted. The dimensions perfectly fit the cut out where I was replacing my old microwave. Problem was, once it was installed, I could not open the door because the hinge was too wide for the space rather than the door pivoting to keep the width within the margins of the cut out. This was not accounted for in the literature or on the box.",1,2024-07-19T18:02:53.000+00:00,Bbhh,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-07-17T13:11:13.000+00:00,Jennifer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great microwave,[This review was collected as part of a promotion.] We got this about 7 weeks ago and we love the microwave. The app needs some work and so does the template for the install but looks and operation are perfect for us.,5,2024-07-15T17:59:13.000+00:00,Madcow44,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
software to work with Alexa?,[This review was collected as part of a promotion.] wish its software would upgrade to work with Alexa,5,2024-07-14T20:44:47.000+00:00,18Mike228,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
LG Electronics Magic,I really love this MICRO WAVE it’s very easy to use,5,2024-07-12T18:46:48.000+00:00,Gill223,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-07-10T14:58:04.000+00:00,JAMES,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-07-10T14:12:36.000+00:00,YENI,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-07-09T15:54:24.000+00:00,Anonymous,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-07-09T13:20:40.000+00:00,LINDSAY,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Excellent purchase.,We purchased our LG over the range microwave two weeks ago and it’s been such an amazing purchase that it has made us forget the one we had before.  Our ability to control it via app/ Bluetooth has been one to brag about and we regularly showcase it to our friends and family. Definitely buying more LG products.,5,2024-07-04T18:38:49.000+00:00,DG12345,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Excellent product with easy to use features,[This review was collected as part of a promotion.] Bought to replace my old microwave. It looks wonderful and cooks great,5,2024-07-04T18:16:24.000+00:00,William E,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Enjoying learning a new thing,"[This review was collected as part of a promotion.] I love it clean sleek design. I am still learning how to use it. Some of the things that I have tried have worked out rather well, but I have to keep referring to the book and I get frustrated when I can’t figure it out right away.. It is much more high-tech than any appliance I have used to date.",5,2024-07-04T02:20:58.000+00:00,Wows,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-07-03T13:09:18.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
BUYER’S BEWARE,LG Applisnces and Home Depot require notification within 48 hours after delivery of any issues. Product dented and Home Depot will NOT replace or exchange this item because we didn’t notify within 48 hours. This policy stinks! It does appear on the very bottom of the order form. I added it to my cart & paid for it. I never saw the 48 hour information or I would not have purchased. Long time Home Depot customer for 50+ years. Horrible customer service. Unwilling to do anything. BUYERS BEWARE!!!,1,2024-07-03T05:34:18.000+00:00,KAAND,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Love LG,"Love LG, this was just another piece added to my kitchen. Want an Oven next.",5,2024-07-02T01:47:32.000+00:00,Derek and Sharon,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Everything I need and more!,We got our microwave about 5 weeks ago and couldn’t be happier with it! My absolute favorite is the melt/soften setting. I bake a lot and this has been invaluable!! Also enjoying the reheat setting and I guess everything about it is wonderful 😊 The sleek design and easy to clean surfaces are a plus-great looking addition to our kitchen!,5,2024-06-28T21:53:48.000+00:00,RebeccaM64,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great look and easy to use!,[This review was collected as part of a promotion.] This microwave is so easy to use and is very nicely made! I love the outside handle on the door. It is so convenient when you are cooking. I would highly recommend this product!!,5,2024-06-28T00:55:43.000+00:00,MMan,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great features and style,[This review was collected as part of a promotion.] Microwave was not as deep as I am used to but performs great. Provides even heating and reheat time is shorter.,5,2024-06-27T18:03:18.000+00:00,Scb68,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"Works great BUT    1: Hard to see figures on screen
                                 2.  Instructions do not indicate HOW to adjust the power levels",4,2024-06-26T15:22:44.000+00:00,Easy work,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"I like the LG microwave. For the money, the microwave has a lot of features, including Wi-Fi",5,2024-06-26T12:25:54.000+00:00,AL,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Powerful microwave.,Happy with the microwave. Only thing I am not happy with is the light that shines on the stove top. It is not bright enough.,4,2024-06-24T18:35:30.000+00:00,Dennis40,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Stopped working,This microwave stopped working after 1 year and 1 week. Never had a microwave stop working on me before.,1,2024-06-19T17:41:48.000+00:00,Mrsoftball24,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-06-19T13:36:29.000+00:00,MargC,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Powerful,[This review was collected as part of a promotion.] We are so happy with the microwave we bought. It's sleek and modern and meets our expectations.  It's easy to clean and the inside is well lit and boy is it powerful!  Be sure scale down the amount of time needed to heat up your food.,5,2024-06-17T18:01:43.000+00:00,JDLeonard,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Slick microwave!,[This review was collected as part of a promotion.] This microwave is slick- enhances the look of my kitchen. I’m happy with the WiFi functionality,5,2024-06-15T18:19:06.000+00:00,Bee M,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
